address,total_rewards
0x8e0cfb43b814e8a919d7a80987dda5b98ad401e9,7232
0x9eeee3aae3db3433fa302c321bab449b449d7686,7020
0x0bd8009056d053d156a5274059678eb680231131,6993
0xc43bc15e6e8c5976b33216ba29fd4bee1a112eaf,6895
0x6b907cc08e91b5ed95107ecac9b9b1edf220ba48,6535
0xfa76fc2362f93bf8e361c2d7cca528706512fca6,6420
0xc860150568c2a51638540d601d02781db3063900,6400
0x61a61d776966ad41ced0c3008b3f5e4fd50b339c,6346
0x4188e101835cfcac78f304a717ae8f08a2ea51e1,6239
0x336d4b9a1a44e32976140a3d6c393ded742bd3b2,6163
0x170a706635b481bcde17c5ef4670f2161bb7b6a8,6067
0x9b21d8f2a2aac3e28ffd8e3c7c925ee5d5daf20b,5926
0xb4d4f0e476afe791b26b39985a65b1bc1bbacdca,5900
0x71a0591e6f3545bcca59b0a639cff8a6b5fc32fb,5845
0x8724ddcb641bba407e00f9998ccbf664c7c8c7ef,5699
0x03bad730106fd0856bcddda347265fcd3b9b12e4,5610
0xdb80549944354fe391ce57026272e022ed7632ef,5533
0x8d0e0b57b94ac868839e164ef27240635caff6e8,5486
0x55544cdef4b63e61a8735c64d0c7dde0fa9f82f5,5408
0x954af0920a6f67e796ef14f831663fda0748f190,5366
0xb762a542a5c50d18e1e13d54246e1dd2c1fa40fd,5152
0x65ebedb23002178f94caf0b49cbbf8dbbf8abd72,5149
0xd00e6dad2d07ba83875a533c7d7f2bcc874e278c,5105
0x495649ab73acc35b12c0e41eac6a731241bd010e,5079
0x925558e25833411f3a63e0eddc256d564ad39dcd,5037
0x8faa3064df3279ea832223fd5db33d3684f43e30,5030
0x1b8ae9b91cc388c0e2fb65636251bd54a9e2740b,4995
0xc2e62a75f79d9b4adda9b4edebb1039b0c70f9b9,4955
0x4eef9ff3e0d2040cc71840ab6be98795d3c07bd9,4931
0x73928dc29caf06dd68826c0ddabd69ad11819913,4910
0x241d0cb03d29ce42f262229c25099652731b8783,4886
0x96e87f55f8807e6737667426f48dad0d9591d37f,4758
0x2092abea1b85ec6783e7925b34539b7d75560fdf,4655
0xbca9c546fec69c54930e0517f7849d356c44ba2c,4622
0xfa7aa93954c9f65a6685d035cfb929ccdcf560f3,4503
0x2b21994ed0e7e6e787b43fb501c4faf2ed1f8b38,4488
0xd14021a7b8fba0cffa1e1fb65082f683e03202b1,4356
0x42765a44019c6217b472a049f9b72bd181d9faeb,4338
0xaf1f2d81a41e85367ff110700e94efdcff602440,4330
0x1e7dd142e3f89f3abb88f07fe71344725c26f6ce,4311
0xb60b4c15b2e8e22dfd9a4b6197128f8f21a8db9a,4303
0xf641ece2f5ef56531478da4964ea862244a69341,4228
0x7573d839cb49aad623fd0b17c2d5435b6ef3b2f3,4217
0xcb6c66407e21bbe3cf062028e061adb1804527d4,4087
0x6a47df28ddebd92e9edf0b61b023aa3474c9bfca,4081
0x0a42c65da520f33688605f884dfdd8126e6f454e,4076
0x9070edf8cc45f8cd8b539e83574db7f4eb069fab,4018
0x4579c9876a6b1dc9bf0b8e0e700789d6638db725,3997
0x8e14e787665cd7d81bc624cae383e17ca1a2f752,3979
0x18b1b66a347c0ea2f6972893e4f82ee668cebe34,3869
0xc6cb1b6c6f1639d2fba96c033ac2f1d12fcc1449,3839
0xd4f588043590a1573e96e170b9ab5da4cacd993d,3834
0xcc2a8472f5a9ee275639fa6bf6bb901e5cefdf5a,3807
0x42a4589beee725bc5532251756eac4a3b72218c8,3761
0x6812a74e57bad9a7b482450d0fcc42b83fdf673e,3759
0xa12599a8a05942f3772ec3da1fa27288a3f9ec6a,3755
0x83979c3b1561bb2d274a05a9f5c5a94454c90a5c,3750
0x5925039a7b9381dcfc67bdbd3dcc274281792084,3746
0xfe61541adf37444290b9be659b6d61794b87c7e7,3730
0x4961271c6be14562410be41b74b21d85786437a4,3726
0x9276d686031e9866d0a15a61d59e640ec2e58423,3722
0xbc5b97597964e58220587e72ed759d44d21a4bae,3687
0xbbb2d809e75d11b30f4f6eade9dac66342287a65,3661
0x127c219b245a440eb271278bbccdc0145106da50,3517
0xb22546c0402a47ee9777b5b8115f0bac0f963e38,3415
0x80a3e892328b66d007cef0a3893e8fa22a7eaf63,3403
0x05aa75638763bb16433c1ac6b9d8c2b0720b88cb,3351
0xa39fc2c9c437f2e56901ccc6bd18ee1100c82686,3313
0x259762e379ae7ad6f74375781d7c9598cf3facdc,3232
0xa38137e7752b72581a1343a6dada462bf5a17520,3221
0x1beecce7980d50b90c2aae0f2df73cc770dda36a,3197
0x353bcf04a48c590264bb27f906db24e1eace18ed,3184
0x59d2824a12ad5c70c764e705bd8ba2cc2c617b31,3149
0xdc21b92372231137c5b07cebff3b7e2f5aff97e5,3149
0xb46c7a406c796555c8ad5c8cdadcc2ba95aea5a2,3123
0x21abad01d61a11f350d174a0cf590c4090eea08d,3063
0xf1d39a63132fa72b8cc1b1cee0de4f9308c324c6,2974
0x89077e4b417b170a5ec02965c3dccf636e02b5db,2924
0xbfb17c94e73d028cd35f6c948486d94ec0cf40e4,2921
0x9b38413ca6b00e09abea1a7b959857c7eae747a5,2912
0x3690e3202da7d28c3e22ec51661f564e49555da4,2884
0x3debc3e0e1326a3d87cdd9965c6cc4deee94c6f7,2875
